artigos|macrotemas|nomes_normas
. Os requerimentos básicos do Controle de Qualidade são:|medicamentos|RDC 301_2019
. Revisões periódicas da qualidade de todos os medicamentos autorizados, incluindo produtos exclusivos de exportação, devem ser conduzidas com o objetivo de verificar a consistência do processo existente, a adequação das especificações aplicadas tanto para matéria-prima quanto para produto acabado, evidenciar quaisquer tendências e identificar melhorias em produtos e processos.|medicamentos|RDC 301_2019
. As revisões da qualidade do produto devem, normalmente, ser conduzidas e documentadas anualmente, levando em consideração as revisões anteriores.|medicamentos|RDC 301_2019
. A Revisão da Qualidade do Produto deve incluir pelo menos:|medicamentos|RDC 301_2019
. O fabricante e, eventualmente, o detentor do registro do medicamento, devem avaliar os resultados da revisão e decidir se uma ação corretiva e preventiva ou qualquer revalidação precisam ser realizadas, no âmbito do Sistema da Qualidade Farmacêutica.|medicamentos|RDC 301_2019
. Revisões de qualidade podem ser agrupadas por tipo de produto, quando justificado cientificamente.|medicamentos|RDC 301_2019
. Se o detentor do registro não for o fabricante do medicamento, deve existir um acordo técnico implementado entre as partes que defina as respectivas responsabilidades na elaboração da revisão de qualidade do produto.|medicamentos|RDC 301_2019
. O Gerenciamento de Risco da Qualidade (GRQ) é um processo sistemático de avaliação, controle, comunicação e revisão de riscos para a qualidade do medicamento.|medicamentos|RDC 301_2019
. Os princípios do Gerenciamento de Riscos da Qualidade são:|medicamentos|RDC 301_2019
. Deve haver pessoal qualificado em quantidade suficiente para desempenhar corretamente todas as atividades pelas quais o fabricante é responsável.|medicamentos|RDC 301_2019
. As responsabilidades individuais devem estar claramente definidas, compreendidas e registradas por todos os envolvidos.|medicamentos|RDC 301_2019
. Todo o pessoal deve estar ciente dos princípios das Boas Práticas de Fabricação que os afetam e receber treinamento inicial e contínuo, incluindo instruções de higiene, relevantes para suas necessidades.|medicamentos|RDC 301_2019
. O fabricante deve dispor de pessoal em número adequado e com as qualificações e experiência prática necessárias.|medicamentos|RDC 301_2019
. A administração superior da empresa deve determinar e fornecer recursos adequados e apropriados (humanos, financeiros, de materiais, instalações e equipamentos) para implementar e manter o Sistema da Qualidade Farmacêutica e melhorar sua efetividade continuamente.|medicamentos|RDC 301_2019
. As responsabilidades atribuídas a qualquer indivíduo não devem ser tão extensas a ponto de apresentar qualquer risco para a qualidade.|medicamentos|RDC 301_2019
. O fabricante deve possuir um organograma em que as relações entre os Responsáveis pela Produção, Controle de Qualidade e, quando aplicável, o Responsável pela Garantia da Qualidade ou Unidade da Qualidade, e a posição do Responsável Técnico sejam claramente apresentados na hierarquia gerencial.|medicamentos|RDC 301_2019
. As pessoas que ocupam cargos de responsabilidade devem ter as suas funções específicas registradas em descrições de cargo e a autoridade adequada para execução das suas responsabilidades.|medicamentos|RDC 301_2019
. A administração superior da empresa tem a responsabilidade final de garantir que um Sistema da Qualidade Farmacêutica efetivo esteja implementado para atingir os objetivos da qualidade; e que as atribuições, responsabilidades e autoridades sejam definidas, comunicadas e implementadas em toda a organização.|medicamentos|RDC 301_2019
. A administração superior da empresa deve estabelecer uma política da qualidade que descreva as definições e intenções gerais da empresa em relação à qualidade e deve, ainda, garantir adequação e efetividade contínuas do Sistema da Qualidade Farmacêutica e da conformidade com as BPF, por meio da participação na revisão do gerenciamento.|medicamentos|RDC 301_2019
. A administração superior deve designar o Pessoal-Chave da Gestão, incluindo o Responsável pela Produção, o Responsável pelo Controle de Qualidade, Pessoa(s) Delegada(s) pelo Sistema de Gestão da Qualidade Farmacêutica para a liberação dos produtos.|medicamentos|RDC 301_2019
. As posições-chave, normalmente, devem ser ocupadas por pessoal em tempo integral.|medicamentos|RDC 301_2019
. Os Responsáveis pela Produção e Controle de Qualidade devem ser independentes entre si.|medicamentos|RDC 301_2019
. O Responsável pela Produção tem as seguintes responsabilidades:|medicamentos|RDC 301_2019
. O Responsável pelo Controle de Qualidade geralmente tem as seguintes responsabilidades:|medicamentos|RDC 301_2019
. Os Responsáveis pela Produção, Controle de Qualidade e, quando relevante, o Responsável pela Garantia de Qualidade ou Responsável pela Unidade da Qualidade, geralmente tem algumas responsabilidades compartilhadas, ou exercidas conjuntamente, relacionadas à qualidade, incluindo a concepção, a efetiva implementação, o monitoramento e a manutenção do Sistema da Qualidade Farmacêutica.|medicamentos|RDC 301_2019
. O fabricante deve fornecer treinamento para todo o pessoal cujas funções sejam exercidas nas áreas de produção e armazenamento ou laboratórios de controle (incluindo o pessoal técnico, de manutenção e limpeza) e para outras pessoas cujas atividades possam afetar a qualidade do produto.|medicamentos|RDC 301_2019
. Além do treinamento básico sobre a teoria e a prática do Sistema da Qualidade Farmacêutica e das BPF, o pessoal recém-contratado deve receber treinamento adequado às tarefas que lhe são atribuídas.|medicamentos|RDC 301_2019
. Deve ser fornecido treinamento continuado, e sua efetividade prática deve ser periodicamente avaliada.|medicamentos|RDC 301_2019
. Os programas de treinamento devem estar disponíveis, aprovados pelo Responsável pela Produção ou pelo Responsável pelo Controle de Qualidade, conforme apropriado.|medicamentos|RDC 301_2019
. Os registros de treinamento devem ser mantidos.|medicamentos|RDC 301_2019
. O pessoal que trabalha em áreas com risco de contaminação microbiológica dos produtos, por exemplo, em áreas limpas, ou o pessoal que trabalha em áreas com risco de contaminação do operador e cruzada entre produtos, como as áreas onde materiais altamente ativos, tóxicos, infecciosos ou sensibilizantes são manuseados, devem receber treinamento específico.|medicamentos|RDC 301_2019
. Os visitantes ou pessoal não treinado, preferencialmente, não devem ser conduzidos pelas áreas de produção e de controle de qualidade.|medicamentos|RDC 301_2019
. O Sistema da Qualidade Farmacêutica e todas as medidas capazes de melhorar sua compreensão e implementação devem ser amplamente discutidos durante as sessões de treinamento.|medicamentos|RDC 301_2019
. Devem ser estabelecidos programas de higiene detalhados e adaptados às várias necessidades da fábrica.|medicamentos|RDC 301_2019
. Os programas de higiene devem incluir procedimentos relativos à saúde, práticas de higiene e paramentação.|medicamentos|RDC 301_2019
. A gestão deve promover os programas de higiene que devem ser amplamente discutidos durante as sessões de treinamento.|medicamentos|RDC 301_2019
. Todo o pessoal deve passar por exame médico no momento da contratação.|medicamentos|RDC 301_2019
. Após o primeiro exame médico, outros exames devem ser realizados quando necessário para assegurar o trabalho e a saúde pessoal.|medicamentos|RDC 301_2019
. É de responsabilidade do fabricante prover instruções escritas para garantir que as condições de saúde de seus colaboradores que possam impactar na qualidade dos produtos sejam imediatamente informadas.|medicamentos|RDC 301_2019
. Devem ser adotadas medidas para garantir que nenhuma pessoa afetada por uma doença infecciosa ou que tenha lesões abertas na superfície exposta do corpo seja envolvida na fabricação de medicamentos.|medicamentos|RDC 301_2019
. Toda pessoa que entrar nas áreas de fabricação deve usar roupas protetoras adequadas às operações a serem executadas.|medicamentos|RDC 301_2019
. É proibido comer, beber, mascar, fumar, ou armazenar alimentos, bebidas, materiais derivados do tabaco ou medicamentos de uso pessoal nas áreas de produção e armazenamento.|medicamentos|RDC 301_2019
. Qualquer prática que não seja higiênica dentro das áreas de fabricação ou em qualquer outra área em que o produto possa ser adversamente afetado deve ser proibida.|medicamentos|RDC 301_2019
. Deve ser evitado contato direto entre as mãos do operador e o produto exposto, assim como com qualquer parte do equipamento que entre em contato com os produtos.|medicamentos|RDC 301_2019
. O pessoal deve ser instruído sobre a utilização das instalações para lavagem das mãos.|medicamentos|RDC 301_2019
. Quaisquer requerimentos específicos para a fabricação de grupos especiais de produtos, por exemplo preparações estéreis, estão estabelecidos nas nas instruções normativas específicas.|medicamentos|RDC 301_2019
. Os consultores devem ter instrução, treinamento e experiência adequados, para que estejam aptos a orientarem sobre o assunto para o qual foram selecionados.|medicamentos|RDC 301_2019
. Os registros devem ser mantidos com informações sobre nome, endereço, qualificações e tipo de serviço prestado por consultores.|medicamentos|RDC 301_2019
. As instalações e os equipamentos devem estar localizados, projetados, construídos, adaptados e mantidos de acordo com as operações a serem executadas.|medicamentos|RDC 301_2019
. O desenho e o projeto devem minimizar risco de erros e permitir limpeza e manutenção efetiva, de modo a evitar a contaminação cruzada, o acúmulo de pó ou sujeira ou quaisquer prejuízos para a qualidade dos produtos.|medicamentos|RDC 301_2019
. As instalações devem estar situadas em um local que, quando considerado juntamente com as medidas para proteger o processo de fabricação, apresente risco mínimo de causar qualquer contaminação de materiais ou produtos.|medicamentos|RDC 301_2019
. As instalações devem ser cuidadosamente mantidas, garantindo que as operações de reparo e manutenção não apresentem quaisquer riscos para a qualidade dos produtos.|medicamentos|RDC 301_2019
. As instalações devem ser limpas e, quando for o caso, desinfetadas de acordo com procedimentos detalhados e escritos.|medicamentos|RDC 301_2019
. A iluminação, temperatura, umidade e ventilação devem ser adequadas, não devendo prejudicar, direta ou indiretamente, os medicamentos durante a sua fabricação e armazenamento, ou o funcionamento preciso dos equipamentos.|medicamentos|RDC 301_2019
. As instalações devem ser projetadas e equipadas de forma a garantir máxima proteção contra a entrada de insetos ou outros animais.|medicamentos|RDC 301_2019
. Devem ser tomadas medidas para impedir a entrada de pessoas não autorizadas nas instalações em geral.|medicamentos|RDC 301_2019
. As áreas de produção, armazenamento e controle de qualidade não devem ser utilizadas como passagem por pessoal que não trabalhe nessas áreas.|medicamentos|RDC 301_2019
. A contaminação cruzada deve ser prevenida para todos os produtos por meio de um projeto adequado e da operação apropriada das instalações de fabricação.|medicamentos|RDC 301_2019
. As instalações devem, preferencialmente, ser planejadas de uma maneira que permita que a produção seja conduzida em áreas interligadas de acordo com uma ordem lógica, que corresponda à sequência das operações e aos níveis de limpeza requeridos.|medicamentos|RDC 301_2019
. O espaço de trabalho e de armazenamento durante o processamento deve permitir a disposição ordenada e lógica dos equipamentos e materiais, a fim de minimizar o risco de mistura entre os diversos produtos farmacêuticos, ou os seus componentes, evitar a contaminação cruzada e minimizar o risco de omissão ou de aplicação incorreta de qualquer uma das etapas de fabricação ou controle.|medicamentos|RDC 301_2019
. Nas áreas onde matérias-primas, materiais de embalagem primária, produtos intermediários ou a granel estiverem expostos ao ambiente, as superfícies internas (paredes, pisos e tetos) devem ser lisas, livres de rachaduras e juntas abertas, e não devem liberar material particulado, permitindo limpeza fácil e efetiva e, se necessário, desinfecção.|medicamentos|RDC 301_2019
. As tubulações, luminárias, pontos de ventilação e outras instalações devem ser projetados e instaladas de forma a evitar a criação de reentrâncias e facilitar a limpeza.|medicamentos|RDC 301_2019
. Sempre que possível, o acesso para manutenção deve estar localizado externamente às áreas de fabricação.|medicamentos|RDC 301_2019
. Os ralos devem ser sifonados e ter dimensões adequadas.|medicamentos|RDC 301_2019
. As áreas de produção devem ser efetivamente ventiladas, com instalações de tratamento do ar apropriadas aos produtos manipulados, incluindo temperatura e, onde necessário, umidade e filtração, às operações realizadas e ao ambiente externo.|medicamentos|RDC 301_2019
. A pesagem de matérias-primas usualmente deve ser realizada em uma sala separada, projetada para tal uso.|medicamentos|RDC 301_2019
. Nos casos em que é gerado pó, como durante as operações de amostragem, pesagem, mistura e processamento, ou na embalagem de produtos sólidos, devem ser tomadas medidas específicas para evitar a contaminação cruzada e facilitar a limpeza.|medicamentos|RDC 301_2019
. As instalações de embalagem de medicamentos devem ser especificamente projetadas e construídas para que misturas ou contaminação cruzada sejam evitadas.|medicamentos|RDC 301_2019
. As áreas de produção devem ser bem iluminadas, particularmente onde se realizam controles visuais em linha.|medicamentos|RDC 301_2019
. Os controles em processo podem ser executados na área de produção, desde que não representem nenhum risco para esta atividade.|medicamentos|RDC 301_2019
. As áreas de armazenamento devem ter capacidade suficiente para permitir o estoque ordenado das várias categorias de materiais e produtos, tais como matérias-primas, materiais de embalagem, produtos intermediários, a granel e terminados, em sua condição de quarentena, liberados, rejeitados, devolvidos ou recolhidos.|medicamentos|RDC 301_2019
. As áreas de armazenamento devem ser projetadas ou adaptadas para assegurar as condições ideais de estocagem; devem ser limpas, secas e mantidas dentro de limites aceitáveis de temperatura.|medicamentos|RDC 301_2019
. As áreas de recebimento e expedição devem proteger os materiais e os produtos das variações climáticas.|medicamentos|RDC 301_2019
. As áreas de recebimento devem ser projetadas e equipadas para permitir que os recipientes sejam limpos, se necessário, antes do armazenamento.|medicamentos|RDC 301_2019
. Se a quarentena for assegurada por meio da armazenagem em áreas separadas, estas áreas devem ser claramente identificadas e o seu acesso, restrito ao pessoal autorizado.|medicamentos|RDC 301_2019
. Normalmente, deve existir uma área separada para a amostragem de matérias-primas.|medicamentos|RDC 301_2019
. Devem existir locais segregados destinados ao armazenamento de materiais ou produtos rejeitados, recolhidos ou devolvidos.|medicamentos|RDC 301_2019
. Materiais ou produtos altamente ativos devem ser armazenados em áreas seguras e protegidas.|medicamentos|RDC 301_2019
. Os materiais impressos de embalagem são considerados críticos para a conformidade do medicamento, devendo ser dada especial atenção ao armazenamento seguro destes materiais.|medicamentos|RDC 301_2019
. Normalmente, os laboratórios de Controle de Qualidade devem ser separados das áreas de produção.|medicamentos|RDC 301_2019
. Os laboratórios de controle devem ser projetados para as operações realizadas.|medicamentos|RDC 301_2019
. Salas separadas podem ser necessárias para proteger instrumentos sensíveis à vibração, interferência elétrica, umidade etc.|medicamentos|RDC 301_2019
. Requerimentos especiais são necessários nos laboratórios que manuseiam substâncias particulares, tais como amostras biológicas ou radioativas.|medicamentos|RDC 301_2019
. As salas de descanso e refeitórios devem ser separadas de outras áreas.|medicamentos|RDC 301_2019
. Os vestiários e sanitários devem ser facilmente acessíveis e apropriados ao número de usuários.|medicamentos|RDC 301_2019
. Os sanitários não devem se comunicar diretamente com as áreas de produção ou armazenamento.|medicamentos|RDC 301_2019
. As áreas de manutenção devem estar situadas em locais separados das áreas de produção.|medicamentos|RDC 301_2019
. Instalações para animais devem ser isoladas de outras áreas, possuir entrada separada para os animais e sistema de ventilação exclusivo.|medicamentos|RDC 301_2019
. Os equipamentos utilizados na fabricação devem ser projetados, localizados e mantidos de acordo com a finalidade pretendida.|medicamentos|RDC 301_2019
. As operações de reparo e manutenção não devem apresentar qualquer perigo à qualidade dos produtos.|medicamentos|RDC 301_2019
. Os equipamentos de fabricação devem ser projetados de modo a permitir a limpeza fácil e completa.|medicamentos|RDC 301_2019
. A lavagem e a limpeza dos equipamentos devem ser selecionadas e realizadas de forma a não constituírem fonte de contaminação.|medicamentos|RDC 301_2019
. Os equipamentos devem ser instalados de forma a evitar qualquer risco de erro ou de contaminação.|medicamentos|RDC 301_2019
. Os equipamentos de produção não devem apresentar qualquer perigo aos produtos.|medicamentos|RDC 301_2019
. As balanças e equipamentos de medição, com precisão e escala apropriadas, devem estar disponíveis para operações de produção e controle.|medicamentos|RDC 301_2019
. Os equipamentos de medição, pesagem, registro e controle devem ser calibrados e verificados em intervalos definidos e por métodos apropriados.|medicamentos|RDC 301_2019
. A tubulação fixa deve ser claramente identificada para indicar o seu conteúdo e, quando aplicável, a direção do fluxo.|medicamentos|RDC 301_2019
. A tubulação de água purificada e água para injetáveis e, se for o caso, de qualquer outro tipo de água, deve ser sanitizada de acordo com procedimentos escritos que contenham detalhes sobre os limites de contaminação microbiológica, bem como as medidas a serem adotadas.|medicamentos|RDC 301_2019
. Os equipamentos com defeitos devem, se possível, ser removidos das áreas de produção e de controle de qualidade, ou, pelo menos devem ser claramente identificados como tal.|medicamentos|RDC 301_2019
. A documentação constitui parte essencial do Sistema de Gestão da Qualidade Farmacêutica, sendo fundamental para operar em conformidade com os requisitos das Boas Práticas de Fabricação.|medicamentos|RDC 301_2019
. Existem dois tipos principais de documentação utilizados para gerenciar e registrar a conformidade com as Boas Práticas de Fabricação, as instruções (orientações, requerimentos) e os registros/relatórios.|medicamentos|RDC 301_2019
. Devem ser implementados controles adequados para garantir a precisão, integridade, disponibilidade e legibilidade dos documentos.|medicamentos|RDC 301_2019
. Todos os tipos de documentos devem ser definidos e cumpridos.|medicamentos|RDC 301_2019
. Os documentos devem ser projetados, preparados, revisados e distribuídos com cuidado.|medicamentos|RDC 301_2019
. Os documentos contendo instruções devem ser aprovados, assinados e datados por pessoas apropriadas e autorizadas.|medicamentos|RDC 301_2019
. Os documentos contendo instruções devem ser dispostos de forma ordenada, e serem fáceis de verificar.|medicamentos|RDC 301_2019
. Os documentos relacionados ao Sistema de Gestão da Qualidade devem ser revisados regularmente e mantidos atualizados.|medicamentos|RDC 301_2019
. Os documentos não devem ser escritos à mão; no entanto, se houver a necessidade de inserção de dados, deve haver espaço suficiente para tais inserções.|medicamentos|RDC 301_2019
. As entradas manuscritas devem ser feitas de maneira clara, legível e indelével.|medicamentos|RDC 301_2019
. Os registros devem ser realizados ou completados sempre que uma ação for realizada e de modo a permitir que todas as atividades significativas relativas à fabricação de medicamentos sejam rastreáveis.|medicamentos|RDC 301_2019
. Toda a alteração feita no registro de um documento deve ser assinada e datada; a alteração deve permitir a leitura da informação original.|medicamentos|RDC 301_2019
. Deve ser claramente definido com qual registro cada atividade de fabricação está relacionada e onde este registro está localizado.|medicamentos|RDC 301_2019
. A documentação de lote deve ser mantida por um ano após a expiração do lote a que se refere ou por pelo menos, cinco anos, após a certificação do lote por Pessoa Delegada pelo Sistema de Gestão da Qualidade Farmacêutica, o que for mais longo.|medicamentos|RDC 301_2019
. O período de retenção de outros tipos de documentos deve ser definido de acordo com a necessidade destes para com o que fornecem suporte.|medicamentos|RDC 301_2019
. Deve haver especificações devidamente autorizadas e datadas para matérias-primas, material de embalagem e produtos acabados.|medicamentos|RDC 301_2019
. As especificações de matérias-primas e materiais de embalagem primários ou impressos devem incluir ou fazer referência aos itens abaixo, se aplicável:|medicamentos|RDC 301_2019
. As especificações para produtos intermediários e a granel devem estar disponíveis para etapas críticas ou se esses produtos forem adquiridos ou expedidos.|medicamentos|RDC 301_2019
. As especificações para produtos acabados devem incluir ou fazer referência a(o):|medicamentos|RDC 301_2019
. Devem existir fórmulas de fabricação e instruções de processo aprovadas e por escrito para cada produto e tamanho de lote a ser fabricado.|medicamentos|RDC 301_2019
. A fórmula de fabricação deve incluir:|medicamentos|RDC 301_2019
. As instruções de processo devem incluir:|medicamentos|RDC 301_2019
. Deve haver instruções aprovadas para a operação de embalagem de cada produto, tamanho e tipo de embalagem.|medicamentos|RDC 301_2019
. Um registro de processamento de lote deve ser mantido para cada lote processado.|medicamentos|RDC 301_2019
. Deve ser mantido Registro de Embalagem do Lote para cada lote ou parte de lote processado.|medicamentos|RDC 301_2019
. O registro de embalagem do lote deve conter as seguintes informações:|medicamentos|RDC 301_2019
. Devem existir procedimentos escritos e registros para o recebimento de cada entrega de matéria-prima (incluindo produtos a granel, intermediários ou acabados), materiais de embalagem primária, secundária e impressos.|medicamentos|RDC 301_2019
. Os registros de recebimento devem incluir:|medicamentos|RDC 301_2019
. Deve haver procedimentos escritos relativos à rotulagem interna, à quarentena e armazenamento de matérias-primas, materiais de embalagem e outros materiais, conforme apropriado.|medicamentos|RDC 301_2019
. Deve haver procedimentos escritos para amostragem, que incluam os métodos e equipamentos a serem utilizados, as quantidades a serem amostradas e quaisquer precauções a serem observadas para evitar a contaminação do material ou qualquer deterioração em sua qualidade.|medicamentos|RDC 301_2019
. Deve haver procedimentos escritos para analisar materiais e produtos em diferentes estágios de fabricação, descrevendo os métodos e equipamentos a serem utilizados.|medicamentos|RDC 301_2019
. Os testes realizados devem ser registrados.|medicamentos|RDC 301_2019
. Os procedimentos escritos de liberação e rejeição devem estar disponíveis para materiais e produtos e, em particular, para a certificação do produto acabado para a venda por Pessoa Delegada pelo Sistema de Gestão da Qualidade Farmacêutica.|medicamentos|RDC 301_2019
. Devem ser mantidos registros para a distribuição de cada lote de um produto a fim de facilitar o recolhimento, caso necessário.|medicamentos|RDC 301_2019
. Deve haver políticas, procedimentos, protocolos, relatórios e registros de ações tomadas ou conclusões alcançadas, quando apropriado, para os seguintes exemplos:|medicamentos|RDC 301_2019
. Devem estar disponíveis procedimentos de operação claros para os principais equipamentos de fabricação e testes.|medicamentos|RDC 301_2019
. Devem ser mantidos livros de registros para testes analíticos importantes ou críticos, equipamentos de produção e áreas onde o produto foi processado.|medicamentos|RDC 301_2019
. Deve ser mantido um inventário de documentos dentro do Sistema de Gestão da Qualidade.|medicamentos|RDC 301_2019
. As operações de produção devem respeitar procedimentos claramente definidos, devem satisfazer os princípios das Boas Práticas de Fabricação a fim de que sejam obtidos produtos com a qualidade exigida e em conformidade com as respectivas autorizações de fabricação e com o registro.|medicamentos|RDC 301_2019
. A produção deve ser realizada e supervisionada por pessoas competentes.|medicamentos|RDC 301_2019
. Todo o manuseio de materiais e produtos, como recebimento e quarentena, amostragem, armazenamento, rotulagem, dispensação, processamento, embalagem e distribuição deve ser feito em conformidade com procedimentos ou instruções escritas e, se necessário, ser registrado.|medicamentos|RDC 301_2019
. Todos os materiais recebidos devem ser verificados para garantir que a remessa corresponda ao pedido.|medicamentos|RDC 301_2019
. Danos aos recipientes e qualquer outro problema que possa afetar adversamente a qualidade do material devem ser investigados, registrados e relatados à Unidade de Qualidade.|medicamentos|RDC 301_2019
. Os materiais recebidos e os produtos acabados devem ser fisicamente ou administrativamente colocados em quarentena imediatamente após o recebimento ou processamento, até que sejam liberados para uso ou distribuição.|medicamentos|RDC 301_2019
. Produtos intermediários e a granel, adquiridos como tal, devem ser manuseados no recebimento como se fossem matérias-primas.|medicamentos|RDC 301_2019
. Todos os materiais e produtos devem ser armazenados em condições adequadas, definidas pelo fabricante de forma a tornar possível, a segregação dos lotes e a rotação do estoque.|medicamentos|RDC 301_2019
. As verificações do rendimento e a reconciliação das quantidades devem ser realizadas sempre que necessário para garantir que não haja discrepâncias fora dos limites aceitáveis.|medicamentos|RDC 301_2019
. Operações que envolvam produtos diferentes não devem ser realizadas simultaneamente ou consecutivamente na mesma sala, a menos que não haja risco de mistura ou de contaminação cruzada.|medicamentos|RDC 301_2019
. Em todas as fases do processo, os materiais e produtos devem ser protegidos contra contaminação microbiana e outras contaminações.|medicamentos|RDC 301_2019
. Devem ser tomadas precauções especiais quando se trabalhar com materiais ou produtos secos, a fim de evitar a geração e a disseminação de pó.|medicamentos|RDC 301_2019
. Em todos os momentos durante o processo, todos os materiais, recipientes de granel, itens principais de equipamentos e, quando necessário, as salas utilizadas devem ser rotuladas e identificadas com uma indicação do produto ou material que está sendo processado, sua concentração, quando aplicável, e número do lote.|medicamentos|RDC 301_2019
. As etiquetas aplicadas em recipientes, equipamentos ou instalações devem ser claras, não ambíguas e no formato acordado pela empresa.|medicamentos|RDC 301_2019
. Devem ser realizadas verificações para garantir que os dutos e outras partes de equipamentos usados para o transporte de materiais e produtos de uma área para outra estejam conectados de maneira correta.|medicamentos|RDC 301_2019
. Qualquer desvio de instruções ou procedimentos deve ser evitado.|medicamentos|RDC 301_2019
. O acesso às instalações de produção deve ser restrito ao pessoal autorizado.|medicamentos|RDC 301_2019
. A fabricação de produtos não medicinais deve ser evitada em áreas e equipamentos destinados à produção de medicamentos, porém desde que justificada, pode ser autorizada desde que as medidas de prevenção à contaminação cruzada descritas nesta seção e no Capítulo IV forem aplicadas.|medicamentos|RDC 301_2019
. A contaminação de uma matéria-prima ou de um produto por outra matéria-prima ou produto deve ser evitada.|medicamentos|RDC 301_2019
. A contaminação cruzada deve ser evitada por meio da atenção ao projeto das instalações e equipamentos, conforme descrito no Capítulo IV.|medicamentos|RDC 301_2019
. Um processo de Gerenciamento de Risco da Qualidade, que inclua avaliação toxicológica e de potência, deve ser utilizado para avaliar e controlar os riscos de contaminação cruzada apresentados pelos produtos fabricados.|medicamentos|RDC 301_2019
. O resultado do processo de Gerenciamento de Risco da Qualidade deve ser a base para se determinar a extensão das medidas técnicas e organizacionais necessárias para o controle dos riscos de contaminação cruzada.|medicamentos|RDC 301_2019
. Medidas para prevenir a contaminação cruzada e sua eficácia devem ser revistas periodicamente de acordo com os procedimentos estabelecidos.|medicamentos|RDC 301_2019
. Os estudos de validação devem reforçar as Boas Práticas de Fabricação e serem conduzidos de acordo com procedimentos definidos.|medicamentos|RDC 301_2019
. Quando qualquer nova fórmula de fabricação ou método de preparação for adotado, devem ser tomadas medidas para demonstrar sua adequação ao processo da rotina.|medicamentos|RDC 301_2019
. Alterações significativas no processo de fabricação, incluindo qualquer mudança no equipamento ou materiais, que possam afetar a qualidade do produto e/ou a reprodutibilidade do processo, devem ser validadas.|medicamentos|RDC 301_2019
. Processos e procedimentos podem passar por uma revalidação crítica periódica com a finalidade de garantir que eles permaneçam capazes de alcançar os resultados pretendidos.|medicamentos|RDC 301_2019
. A seleção, qualificação, aprovação e manutenção de fornecedores de matérias-primas, juntamente com o seu processo de compra e aceitação, devem ser documentados como parte do sistema de qualidade farmacêutica.|medicamentos|RDC 301_2019
. Os requisitos de qualidade estabelecidos pelo fabricante para as matérias-primas devem ser discutidos e acordados com os fornecedores.|medicamentos|RDC 301_2019
. Para a aprovação e manutenção de insumos farmacêuticos ativos os itens seguintes são necessários:|medicamentos|RDC 301_2019
. Os excipientes e fornecedores de excipientes devem ser controlados apropriadamente com base nos resultados de uma avaliação formalizada do risco de qualidade.|medicamentos|RDC 301_2019
. Para cada entrega de matéria-prima, os recipientes devem ser verificados quanto à integridade da embalagem, incluindo o selo de evidência de violação quando pertinente; e para correspondência entre a nota de entrega, o pedido de compra, as etiquetas do fornecedor e as informações aprovadas pelo fabricante do medicamento para o fabricante e fornecedor dos excipientes.|medicamentos|RDC 301_2019
. Se uma entrega de material for composta de diferentes lotes, cada lote deve ser considerado em separado para amostragem, análise e liberação.|medicamentos|RDC 301_2019
. As matérias-primas da área de armazenamento devem ser adequadamente etiquetadas.|medicamentos|RDC 301_2019
. Quando sistemas de armazenamento totalmente computadorizados forem usados, as informações de que trata o art. 184 não precisam necessariamente estar em forma escrita na etiqueta.|medicamentos|RDC 301_2019
. Devem existir procedimentos ou medidas apropriadas para assegurar a identidade do conteúdo de cada recipiente de matéria-prima.|medicamentos|RDC 301_2019
. Os recipientes de granel, de onde foram retiradas as amostras, devem ser identificados.|medicamentos|RDC 301_2019
. Somente matérias-primas que tiverem sido liberadas pelo departamento de Controle de Qualidade e que estiverem dentro de sua data de reteste devem ser utilizadas.|medicamentos|RDC 301_2019
. Os fabricantes de produtos acabados são responsáveis por quaisquer testes de matérias-primas conforme descrito no dossiê de registro.|medicamentos|RDC 301_2019
. Quando da utilização de resultados parciais ou totais do fabricante de matéria-prima aprovado no certificado de análise do fabricante do produto acabados, os seguintes itens devem ser avaliados:|medicamentos|RDC 301_2019
. As matérias-primas somente podem ser pesadas por pessoas designadas, seguindo um procedimento escrito, para assegurar que os materiais corretos sejam precisamente pesados ou medidos em recipientes limpos e adequadamente etiquetados.|medicamentos|RDC 301_2019
. Cada material pesado e seu peso ou volume devem ser verificados independentemente, sendo a verificação registrada.|medicamentos|RDC 301_2019
. Os materiais pesados para cada lote devem ser mantidos juntos e visivelmente etiquetados como tal.|medicamentos|RDC 301_2019
. Antes que qualquer operação de processo seja iniciada, devem ser tomadas medidas para assegurar que a área de trabalho e o equipamento estejam limpos e livres de quaisquer matérias-primas, produtos, resíduos de produtos ou documentos não necessários para a operação atual.|medicamentos|RDC 301_2019
. Produtos intermediários e a granel devem ser mantidos sob condições apropriadas.|medicamentos|RDC 301_2019
. Processos críticos devem ser validados.|medicamentos|RDC 301_2019
. Quaisquer controles necessários em processo e controles ambientais devem ser realizados e registrados.|medicamentos|RDC 301_2019
. Qualquer desvio significativo do rendimento esperado deve ser registrado e investigado.|medicamentos|RDC 301_2019
. A seleção, qualificação, aprovação e manutenção de fornecedores de materiais de embalagem primária e materiais impressos deve receber atenção semelhante àquela dada às matérias-primas.|medicamentos|RDC 301_2019
. Os materiais impressos devem ser armazenados em condições adequadamente seguras, visando impedir o acesso não autorizado.|medicamentos|RDC 301_2019
. Os materiais de embalagem devem ser separados para uso somente por pessoal autorizado, seguindo um procedimento aprovado e documentado.|medicamentos|RDC 301_2019
