Assunto/Ementa|Macrotema atual|Tema Biblioteca|Status do Ato|Citadora
Regulamenta os procedimentos para a aplicação do artigo 229-C da Lei nº 9.279, de 14 de maio de 1996, acrescido pela Lei nº 10.196, de 14 de fevereiro de 2001, e dá outras providências.|Medicamentos|Registro, pós-registro e notificação de medicamentos (normas gerais)|Vigente|PRTC 01/2017
Dispõe sobre os procedimentos para avaliação de aditivos aromatizantes provenientes de espécies botânicas regionais, segundo a Resolução da Diretoria Colegiada - RDC nº 2, de 15 de janeiro de 2007, que aprova o regulamento técnico sobre aditivos aromatizantes.|Alimentos|Requisitos sanitários para aditivos alimentares e coadjuvantes de tecnologia|Vigente|IN 15/2017
Dispõe sobre o enriquecimento das farinhas de trigo e de milho com ferro e ácido fólico.|Alimentos|Fortificação de alimentos|Vigente|RDC 150/2017
Dispõe sobre a composição das vacinas influenza sazonais a serem utilizadas no Brasil.|Medicamentos|Registro e pós-registro de produtos biológicos|Vigente|RDC 151/2017
Dispõe sobre a lista de Classificação Nacional de Atividades Econômicas - CNAE classificadas por grau de risco para fins de licenciamento sanitário|Temas transversais|Classificação do Grau de Risco para as atividades econômicas sujeitas à vigilância sanitária|Vigente|IN 16/2017
Prorroga o prazo de vigência da Resolução de Diretoria Colegiada - RDC nº 21, de 25 de abril de 2014.|Medicamentos|Produtos sujeitos à Vigilância Sanitária considerados de uso tradicional para saúde|Revogado|RDC 152/2017
Dispõe sobre a Classificação do Grau de Risco para as atividades econômicas sujeitas à vigilância sanitária, para fins de licenciamento, e dá outras providências.|Temas transversais|Classificação do Grau de Risco para as atividades econômicas sujeitas à vigilância sanitária|Vigente|RDC 153/2017
Altera a RDC nº 61 de 3 de fevereiro de 2016, que aprova e promulga o Regimento Interno da Agência Nacional de Vigilância Sanitária - Anvisa.|Gestão interna|Regimento Interno da Anvisa|Revogado|RDC 154/2017
Altera a Portaria SVS/MS nº 29, de 13 de janeiro de 1998, que aprova o regulamento técnico referente a alimentos para fins especiais, para dispor sobre as farinhas de trigo e de milho para dietas com restrição de ferro.|Alimentos|Requisitos sanitários para alimentos para fins especiais|Vigente|RDC 155/2017
Dispõe sobre a alteração das Resoluções da Diretoria Colegiada - RDC nº 64/2012, nº 29/2013, nº 42/2014, nº 01/2015, nº 11/2015, nº 71/2016 e nº 104/2016, para a inclusão, alteração e exclusão de Denominações Comuns Brasileiras - DCB, na lista completa das DCB da Anvisa.|Farmacopeia|Denominações Comuns Brasileiras (DCB)|Vigente com alterações|RDC 156/2017
Dispõe sobre a implantação do Sistema Nacional de Controle de Medicamentos e os mecanismos e procedimentos para rastreamento de medicamentos e dá outras providências.|Medicamentos|Sistema Nacional de Controle de Medicamentos (SNCM)|Vigente|RDC 157/2017
Define os Diretores responsáveis pelas seguintes Diretorias da Agência Nacional de Vigilância Sanitária.|Gestão interna|Regimento Interno da ANVISA e atos relacionados|Revogado|RDC 158/2017
Dispõe sobre a Política de Gestão de Riscos Corporativos da Agência Nacional de Vigilância Sanitária.|Gestão interna|Política de Gestão de Riscos Corporativos|Vigente|Portaria 854/2017
Dispõe sobre a atualização do Anexo I (Listas de Substâncias Entorpecentes, Psicotrópicas, Precursoras e Outras sob Controle Especial) da Portaria SVS/MS nº 344, de 12 de maio de 1998.|Temas transversais|Substâncias e medicamentos sujeitos a controle especial|Revogado|RDC 159/2017
Dispõe sobre os aditivos alimentares e coadjuvantes de tecnologia autorizados para uso em fórmulas para nutrição enteral e dá outras providências.|Alimentos|Requisitos sanitários para aditivos alimentares e coadjuvantes de tecnologia|Vigente|RDC 160/2017
Define os Diretores responsáveis pelas seguintes Diretorias da Agência Nacional de Vigilância Sanitária.|Gestão interna|Regimento Interno da ANVISA e atos relacionados|Revogado|RDC 161/2017
Altera a Resolução - RDC nº 86, de 27 de junho de 2016.|Temas transversais|Procedimentos gerais para utilização dos serviços de protocolos de documentos no âmbito da Anvisa|Vigente|RDC 162/2017
Altera a Resolução da Diretoria Colegiada - RDC n.º 11, de 13 de março de 2014.|Serviços de Saúde|Diálise|Revogado|RDC 163/2017
Autoriza a produção, a comercialização e o consumo, sob prescrição médica, dos anorexígenos sibutramina, anfepramona, femproporex e mazindol.|Temas transversais|Controle de anorexígenos|Vigente|Lei 13454/2017
Aprova o Regulamento Técnico que dispõe sobre critérios para o reconhecimento de limites máximos de resíduos de agrotóxicos em produtos vegetais in natura (Revogação da Resolução GMC Nº 14/95).|Agrotóxicos|Critérios para a realização de estudos de resíduos e estabelecimento de limites máximos de resíduos (LMR) de agrotóxicos para fins de registro de agrotóxicos|Vigente|INC 01/2017
Dispõe sobre a alteração das Resoluções da Diretoria Colegiada - RDC nº 64/2012 e nº 156/2017, para a inclusão, alteração e exclusão de Denominações Comuns Brasileiras - DCB, na lista completa das DCB da Anvisa.|Farmacopeia|Denominações Comuns Brasileiras (DCB)|Vigente|RDC 164/2017
Altera a RDC n. 61 de 3 de fevereiro de 2016, que aprova e promulga o Regimento Interno da Agência Nacional de Vigilância Sanitária - Anvisa.|Gestão interna|Regimento Interno da Anvisa|Revogado|RDC 165/2017
Dispõe sobre a validação de métodos analíticos e dá outras providências.|Medicamentos|Metodologias de controle de qualidade, segurança e eficácia de medicamentos|Vigente|RDC 166/2017
Dispõe sobre a aprovação do 2º Suplemento da Farmacopeia Brasileira, 5ª edição.|Farmacopeia|Compêndios da Farmacopeia Brasileira|Vigente|RDC 167/2017
Dispõe sobre os procedimentos para solicitação e concessão de audiências presenciais ou virtuais, por meio do Sistema Parlatório, a particulares no âmbito da Agência Nacional de Vigilância Sanitária - ANVISA.|Temas transversais|Procedimentos para atendimento ao público externo e prestação de informações no âmbito da Anvisa|Vigente|Portaria 1244/2017
Define os procedimentos para a restituição e/ou a compensação de valores recolhidos a maior, nos termos do §2°, artigo 8° da Lei 13.202/2015, regulamentado pela Portaria Interministerial n° 45, de 27 de janeiro de 2017, a qual dispõe sobre a atualização monetária da Taxa de Fiscalização de Vigilância Sanitária, prevista no art. 23 da Lei n° 9.782, de 26 de janeiro de 1999.|Temas transversais|Peticionamento e arrecadação de Taxa de Fiscalização de Vigilância Sanitária (TFVS)|Vigente|Portaria 1245/2017
Dispõe sobre o procedimento administrativo relativo à prévia anuência da Anvisa para a concessão de patentes para produtos e processos farmacêuticos, regulamentado pela Portaria Conjunta ANVISA-INPI n° 01, de 12 de abril de 2017.|Temas transversais|Anuência prévia para concessão de patentes|Vigente|RDC 168/2017
Dispõe sobre a atualização do Anexo I (Listas de Substâncias Entorpecentes, Psicotrópicas, Precursoras e Outras sob Controle Especial ) da Portaria SVS/MS nº 344, de 12 de maio de 1998.|Temas transversais|Atualização das listas de substâncias e plantas sujeitas a controle especial|Vigente|RDC 169/2017
Altera a Portaria SVS/MS nº 36, de 13 de janeiro de 1998, que aprovou o Regulamento Técnico referente a Alimentos à Base de Cereais para Alimentação Infantil, para incluir a permissão de uso de outros ingredientes alimentares.|Alimentos|Requisitos sanitários para alimentos para fins especiais|Vigente|RDC 170/2017
Dispõe sobre a listagem dos medicamentos e membros da cadeia de movimentação de medicamentos que farão parte da fase experimental do Sistema Nacional de Controle de Medicamentos (SNCM), e dá outras providências.|Medicamentos|Sistema Nacional de Controle de Medicamentos (SNCM)|Vigente|IN 17/2017
Dispõe sobre a listagem dos programas assistências do Ministério da Saúde e seus respectivos medicamentos excluídos da fase experimental do Sistema Nacional de Controle de Medicamentos (SNCM).|Medicamentos|Sistema Nacional de Controle de Medicamentos (SNCM)|Vigente|IN 18/2017
Dispõe sobre definições básicas de tecnologia para a comunicação entre os membros da cadeia de movimentação de medicamentos e a Agência Nacional de Vigilância Sanitária - Anvisa para a operacionalização da fase experimental do Sistema Nacional de Controle de Medicamentos (SNCM), e dá outras providências.|Medicamentos|Sistema Nacional de Controle de Medicamentos (SNCM)|Vigente|IN 19/2017
Revisa a aplicabilidade da Resolução da Diretoria Colegiada - RDC nº 53, de 4 de dezembro de 2015, para alterações pós-registro e os prazos desta Resolução para produtos já registrados.|Medicamentos|Metodologias de controle de qualidade, segurança e eficácia de medicamentos|Vigente|RDC 171/2017
Dispõe sobre os procedimentos para a importação e a exportação de bens e produtos destinados à pesquisa científica ou tecnológica e à pesquisa envolvendo seres humanos, e dá outras providências.|Portos, Aeroportos e Fronteiras|Controle sanitário na importação de bens e produtos para fins de Vigilância Sanitária|Vigente|RDC 172/2017
Proíbe em todo o território nacional a fabricação, importação e comercialização, assim como o uso em serviços de saúde, do mercúrio e do pó para liga de amálgama não encapsulado indicados para uso em Odontologia|Serviços de Saúde|Requisitos sanitários para prestação de serviços de odontologia|Vigente|RDC 173/2017
Dispõe sobre a atualização da lista de antimicrobianos registrados na Anvisa.|Temas transversais|Atualização da lista medicamentos à base de substâncias classificadas como antimicrobianos, de uso sob prescrição, sujeitos a controle específico|Vigente|RDC 174/2017
Dispõe sobre a atualização do Anexo I (Listas de Substâncias Entorpecentes, Psicotrópicas, Precursoras e Outras sob Controle Especial) da Portaria SVS/MS nº 344, de 12 de maio de 1998.|Temas transversais|Substâncias e medicamentos sujeitos a controle especial|Revogado|RDC 175/2017
Altera a RDC n. 61 de 3 de fevereiro de 2016, que aprova e promulga o Regimento Interno da Agência Nacional de Vigilância Sanitária - Anvisa.|Gestão interna|Regimento Interno da Anvisa|Revogado|RDC 176/2017
Dispõe sobre a proibição do ingrediente ativo Paraquate em produtos agrotóxicos no país e sobre as medidas transitórias de mitigação de riscos.|Agrotóxicos|Procedimentos para a reavaliação de ingredientes ativos de agrotóxicos e afins|Vigente com alterações|RDC 177/2017
Altera a Resolução da Diretoria Colegiada - RDC nº 142, de 17 de março de 2017|Cosméticos|Regularização de produtos de higiene pessoal descartáveis destinados ao asseio corporal|Vigente|RDC 178/2017
Altera a Resolução da Diretoria Colegiada - RDC nº 39, de 14 de agosto de 2013, e dá outras providências.|Temas transversais|Certificação de Boas Práticas de Fabricação|Revogado|RDC 179/2017
Altera a Resolução da Diretoria Colegiada - RDC nº 107, de 06 de setembro de 2016 e dá outras providências.|Medicamentos|Medicamentos de baixo risco sujeitos à notificação simplificada|Vigente|RDC 180/2017
Reconhece o Programa de Auditoria Única em Produtos para a Saúde (Medical Device Single Audit Program - MDSAP), para fins de atendimento ao disposto no inc. II do art. 4º-A da Resolução da Diretoria Colegiada - RDC nº 39, de 14 de agosto de 2013, incluído pelo art. 2° da Resolução da Diretoria Colegiada - RDC nº 179, de 27 de setembro de 2017.|Produtos para a Saúde|Boas Práticas de Fabricação de produtos para a saúde|Vigente|RE 2544/2017
Dispõe sobre procedimentos de inspeção em Boas Práticas Clínicas para ensaios clínicos com medicamentos.|Medicamentos|Pesquisa Clínica de Medicamentos e Produtos Biológicos|Vigente|IN 20/2017
Dispõe sobre os procedimentos de inspeção em Boas Práticas Clínicas para Ensaios Clínicos com Dispositivos Médicos em Investigação.|Produtos para a Saúde|Ensaios clínicos com dispositivos médicos|Vigente|IN 21/2017
As vacinas influenza a serem comercializadas ou utilizadas no Brasil no ano de 2018 deverão estar em conformidade com o disposto nesta Resolução.|Medicamentos|Registro e pós-registro de produtos biológicos|Vigente|RE 2696/2017
Altera a Resolução da Diretoria Colegiada - RDC nº 11, de 13 de março de 2014.|Serviços de Saúde|Diálise|Revogado|RDC 181/2017
Dispõe sobre as boas práticas para industrialização, distribuição e comercialização de água adicionada de sais.|Alimentos|Boas Práticas de Fabricação (BPF) em estabelecimentos produtores/industrializadores de alimentos|Vigente|RDC 182/2017
Dispõe sobre os programas de inspeção e sobre os procedimentos administrativos para a concessão da Certificação de Boas Práticas de Fabricação para estabelecimentos fabricantes de Produtos para a Saúde localizados fora do território nacional e do Mercosul.|Produtos para a Saúde|Boas Práticas de Fabricação de produtos para a saúde|Vigente|RDC 183/2017
Dispõe sobre o procedimento simplificado para a avaliação toxicológica para o registro e alterações pós-registro de produtos técnicos, pré-misturas, agrotóxicos, afins e preservativos de madeira, e dá outras providências.|Agrotóxicos|Critérios e exigências para avaliação e classificação toxicológica de agrotóxicos|Vigente|RDC 184/2017
Dispõe sobre a proibição do ingrediente ativo Carbofurano em produtos agrotóxicos no país e sobre as medidas transitórias de descontinuação de seu uso nas culturas de banana, café e cana-de-açúcar.|Agrotóxicos|Procedimentos para a reavaliação de ingredientes ativos de agrotóxicos e afins|Vigente|RDC 185/2017
Constitui Grupo de Articulação Interinstitucional (GAI), com o objetivo de analisar e sugerir mecanismos, procedimentos e possíveis instrumentos formais para articulação entre a Agência Nacional de Vigilância Sanitária (ANVISA) e o Instituto Nacional da Propriedade Industrial (INPI), com vistas ao cumprimento do disposto no art.229-C da Lei nº 9.279, de 14 de maio de 1996, acrescido pela Lei nº 10.196, de 14 de fevereiro de 2001, e dá outras providências.|Temas transversais|Anuência prévia para concessão de patentes|Vigente|PRTC 02/2017
Dispõe sobre a atualização dos Anexos I e II da Instrução Normativa - IN nº 4, de 24 de setembro de 2015.|Produtos para a Saúde|Certificação de equipamentos sob regime de Vigilância Sanitária no âmbito do Sistema Brasileiro de Avaliação de Conformidade (SBAC)|Vigente|IN 22/2017
Dispõe sobre a atualização do Anexo I (Listas de Substâncias Entorpecentes, Psicotrópicas, Precursoras e Outras sob Controle Especial) da Portaria SVS/MS nº 344, de 12 de maio de 1998.|Temas transversais|Substâncias e medicamentos sujeitos a controle especial|Revogado|RDC 186/2017
Institui a Câmara Técnica de Farmacovigilância, defini suas atribuições, competências e sua composição, que passa a ser regida nos termos desta Portaria.|Medicamentos|Farmacovigilância|Vigente|Portaria 1856/2017
Dispõe sobre o registro de Soros Hiperimunes e dá outras providências.|Medicamentos|Registro e pós-registro de produtos biológicos|Vigente|RDC 187/2017
Dispõe sobre a atualização do Anexo I (Listas de Substâncias Entorpecentes, Psicotrópicas, Precursoras e Outras sob Controle Especial) da Portaria SVS/MS nº 344, de 12 de maio de 1998.|Temas transversais|Substâncias e medicamentos sujeitos a controle especial|Revogado|RDC 188/2017
Altera a Resolução da Diretoria Colegiada nº 177, de 21 de setembro de 2017, que dispõe sobre a proibição do ingrediente ativo Paraquate em produtos agrotóxicos no país e sobre as medidas transitórias de mitigação de riscos.|Agrotóxicos|Procedimentos para a reavaliação de ingredientes ativos de agrotóxicos e afins|Vigente|RDC 190/2017
Dispõe sobre o controle da substância lenalidomida e de medicamento que a contenha, e dá outras providências.|Temas transversais|Controle da lenalidomida e medicamentos que a contenham|Vigente com alterações|RDC 191/2017
Dispõe sobre a atualização do Anexo I (Listas de Substâncias Entorpecentes, Psicotrópicas, Precursoras e Outras sob Controle Especial) da Portaria SVS/MS nº 344, de 12 de maio de 1998.|Temas transversais|Atualização das listas de substâncias e plantas sujeitas a controle especial|Revogado|RDC 192/2017
Estabelece os Limites Máximos Tolerados (LMT) dos contaminantes arsênio inorgânico, cádmio total, chumbo total e estanho inorgânico em alimentos infantis, e dá outras providências.|Alimentos|Contaminantes em alimentos|Vigente|RDC 193/2017
Dispõe sobre registro e alterações pós-registro de Produtos Alergênicos Industrializados, e dá outras providências.|Medicamentos|Registro e pós-registro de extratos e produtos alergênicos para fins de diagnóstico ou terapêutico|Vigente|RDC 194/2017
Dispõe sobre embalagens e advertências sanitárias para produtos fumígenos derivados do tabaco.|Tabaco|Embalagem de produtos fumígenos derivados do tabaco|Vigente|RDC 195/2017
Altera a Resolução - RDC n° 26, de 13 de maio de 2014, que dispõe sobre o registro de medicamentos fitoterápicos e o registro e a notificação de produtos tradicionais fitoterápicos.|Medicamentos|Registro, notificação e pós-registro de medicamentos fitoterápicos|Revogado|RDC 196/2017
Dispõe sobre os requisitos mínimos para o funcionamento dos serviços de vacinação humana.|Serviços de Saúde|Requisitos sanitários para funcionamento de serviços de vacinação|Vigente|RDC 197/2017
Altera a Resolução da Diretoria Colegiada - RDC nº. 222, de 28 de dezembro de 2006, que dispõe sobre os procedimentos de petição e arrecadação eletrônica no âmbito da Agência Nacional de Vigilância Sanitária - ANVISA.|Temas transversais|Peticionamento e arrecadação de Taxa de Fiscalização de Vigilância Sanitária (TFVS)|Vigente|RDC 198/2017
Revoga a Resolução de Diretoria Colegiada - RDC N° 30, de 24 de julho de 2015.|Serviços de Saúde|Requisitos sanitários para funcionamento de Laboratórios Clínicos e postos de coleta laboratorial|Vigente|RDC 199/2017
Dispõe sobre os critérios para a concessão e renovação do registro de medicamentos com princípios ativos sintéticos e semissintéticos, classificados como novos, genéricos e similares, e dá outras providências.|Medicamentos|Registro e pós registro de medicamentos sintéticos e semissintéticos|Vigente|RDC 200/2017
Dispõe sobre a atualização da lista de Denominações Comuns Brasileiras (DCB).|Farmacopeia|Denominações Comuns Brasileiras (DCB)|Vigente com alterações|RDC 201/2017
Altera os Anexo II e III da Resolução da Diretoria Colegiada - RDC n. 61, de 3 de fevereiro de 2016, que aprova e promulga o Regimento Interno da Agência Nacional de Vigilância Sanitária- Anvisa.|Gestão interna|Regimento Interno da Anvisa|Revogado|RDC 202/2017
Dispõe sobre os critérios e procedimentos para importação, em caráter de excepcionalidade, de produtos sujeitos à vigilância sanitária sem registro na Anvisa.|Portos, Aeroportos e Fronteiras|Procedimentos para importação em caráter excepcional|Vigente|RDC 203/2017
Dispõe sobre o enquadramento na categoria prioritária, de petições de registro, pós-registro e anuência prévia em pesquisa clínica de medicamentos.|Medicamentos|Registro, pós-registro e notificação de medicamentos (normas gerais)|Vigente|RDC 204/2017
Estabelece procedimento especial para anuência de ensaios clínicos, certificação de boas práticas de fabricação e registro de novos medicamentos para tratamento, diagnóstico ou prevenção de doenças raras.|Medicamentos|Registro, pós-registro e notificação de medicamentos (normas gerais)|Vigente com alterações|RDC 205/2017
Dispõe sobre o regulamento do Programa de Regularização de Débitos (PRD) criado pela Lei nº 13.494, de 24 de outubro de 2017, para parcelamento de débitos não tributários no âmbito da Agência Nacional de Vigilância Sanitária.|Temas transversais|Peticionamento e arrecadação de Taxa de Fiscalização de Vigilância Sanitária (TFVS)|Vigente|RDC 206/2017
Dispõe sobre a organização das ações de vigilância sanitária, exercidas pela União, Estados, Distrito Federal e Municípios, relativas à Autorização de Funcionamento, Licenciamento,  Registro, Certificação de Boas Práticas, Fiscalização, Inspeção e Normatização, no âmbito do Sistema Nacional de Vigilância Sanitária - SNVS.|Organização e Gestão do SNVS|Organização da execução das ações de vigilância sanitária|Vigente com alterações|RDC 207/2018
Dispõe sobre a simplificação de procedimentos para a importação de bens e produtos sujeitos à Vigilância Sanitária|Portos, Aeroportos e Fronteiras|Controle sanitário na importação de bens e produtos para fins de Vigilância Sanitária|Vigente|RDC 208/2018
Institui a política de concessão de patrocínios pela Agência Nacional de Vigilância Sanitária - Anvisa.|Gestão interna|Política de Concessão de Patrocínios|Vigente|Portaria 35/2018
Definir os Diretores responsáveis pelas seguintes Diretorias da Agência Nacional de Vigilância Sanitária|Gestão interna|Definição dos Diretores responsáveis pelas diretorias|Revogado|RDC 209/2018
Altera a Resolução da Diretoria Colegiada - RDC n. 61 de 3 de fevereiro de 2016, que aprova e promulga o Regimento Interno da Agência Nacional de Vigilância Sanitária - Anvisa.|Gestão interna|Regimento Interno da Anvisa|Revogado|RDC 210/2018
Dispõe sobre o prazo de validade do registro de dispositivos médicos.|Produtos para a Saúde|Registro, pós-registro, cadastro ou notificação de produtos para saúde|Vigente|RDC 211/2018
Altera a Resolução da Diretoria Colegiada - RDC nº 250, de 20 de outubro de 2004, que dispõe sobre os procedimentos relacionados à revalidação de registro de produtos e dá outras providências.|Temas transversais|Registro e pós registro de produtos sujeitos à Vigilância Sanitária|Vigente|RDC 212/2018
Dispõe sobre a exposição à venda e a comercialização de produtos fumígenos derivados do tabaco.|Tabaco|Exposição de produtos fumígenos derivados do tabaco nos locais de venda|Vigente|RDC 213/2018
Define os procedimentos para a aplicação da rastreabilidade ao longo da cadeia produtiva de produtos vegetais frescos destinados à alimentação humana, para fins de monitoramento e controle de resíduos de agrotóxicos, em todo o território nacional, na forma desta Instrução Normativa Conjunta e dos seus Anexos I a III.|Agrotóxicos|Rastreabilidade de alimentos in natura|Vigente com alterações|INC 02/2018
Dispõe sobre as Boas Práticas em Células Humanas para Uso Terapêutico e pesquisa clínica, e dá outras providências.|Sangue, Tecidos, Células e Órgãos|Centros de processamento celular|Vigente com alterações|RDC 214/2018
Dispõe sobre a alteração da vacatio legis da Resolução da Diretoria Colegiada - RDC 207, de 3 de janeiro de 2018, que dispõe sobre a organização das ações de vigilância sanitária, exercidas pela União, Estados, Distrito Federal e Municípios, relativas à Autorização de Funcionamento, Licenciamento, Registro, Certificação de Boas Práticas, Fiscalização, Inspeção e Normatização, no âmbito do Sistema Nacional de Vigilância Sanitária (SNVS).|Organização e Gestão do SNVS|Organização da execução das ações de vigilância sanitária|Vigente|RDC 215/2018
Altera a Resolução da Diretoria Colegiada - RDC n.º 11, de 13 de março de 2014|Serviços de Saúde|Requisitos sanitários para prestação de serviços de diálise|Vigente|RDC 216/2018
Altera a Resolução da Diretoria Colegiada - RDC nº 39, de 14 de agosto de 2013.|Temas transversais|Certificação de boas práticas de fabricação para produtos sob regime de vigilância sanitária (CBPF)|Vigente|RDC 217/2018
Altera a Resolução da Diretoria Colegiada - RDC nº. 61, de 3 de fevereiro de 2016, que aprova e promulga o Regimento Interno da Agência Nacional de Vigilância Sanitária - Anvisa.|Gestão interna|Regimento Interno da Anvisa|Revogado|RDC 218/2018
Dispõe sobre as diretrizes para aprovação condicional das petições de alteração pós-registro de medicamentos e dá outras providências.|Medicamentos|Registro, pós-registro e notificação de medicamentos (normas gerais)|Vigente|RDC 219/2018
Revoga a Portaria Conjunta nº 01, de 2 de agosto de 2000, publicada no D.O.U. nº 149-E, Seção 1, pág. 15 de 3/8/2000, que estabelece as exigências para o funcionamento de estabelecimentos privados de vacinação, seu licenciamento, fiscalização e controle, e dá outras providências.|Serviços de Saúde|Requisitos sanitários para funcionamento de serviços de vacinação|Vigente|PRTC 950/2018
Altera a Resolução da Diretoria Colegiada - RDC nº. 61 de 3 de fevereiro de 2016, que aprova e promulga o Regimento Interno da Agência Nacional de Vigilância Sanitária - Anvisa.|Gestão Interna|Regimento Interno da Anvisa|Revogado|RDC 220/2018
Nomeia as empresas que farão parte da fase experimental do Sistema Nacional de Controle de Medicamentos (SNCM).|Medicamentos|Sistema Nacional de Controle de Medicamentos (SNCM)|Vigente|IN 23/2018
Torna insubsistente a Retificação da RDC nº 210, de 19/01/2018, publicada no DOU nº 54, de 20/03/2018, seção 1, pág. 30.|Gestão interna|Regimento Interno da Anvisa|Revogado|Portaria 387/2018
Define os procedimentos de troca de dados e informações entre a Corregedoria-Geral da União do Ministério da Transparência e Controladoria-Geral da União - CGU e a Agência Nacional de Vigilância Sanitária - ANVISA, para a apuração de casos envolvendo o suborno transnacional, de que trata o artigo 9º da Lei nº 12.846, de 1º de agosto de 2013.|Gestão interna|Procedimentos de troca de dados e informações entre a Corregedoria-Geral da União do Ministério da Transparência e Controladoria-Geral da União (CGU) e a ANVISA|Vigente|PRTC 02/2018
Dispõe sobre os critérios e os procedimentos para o processo de reavaliação toxicológica de ingredientes ativos de agrotóxicos no âmbito da Anvisa.|Agrotóxicos|Procedimentos para a reavaliação de ingredientes ativos de agrotóxicos e afins|Vigente|RDC 221/2018
Regulamenta as Boas Práticas de Gerenciamento dos Resíduos de Serviços de Saúde e dá outras providências.|Serviços de Saúde|Gerenciamento de resíduos em serviços de saúde|Vigente|RDC 222/2018
Altera a RDC n. 61, de 3 de fevereiro de 2016, que aprova e promulga o Regimento Interno da Agência Nacional de Vigilância Sanitária - Anvisa.|Gestão interna|Regimento Interno da Anvisa|Revogado|RDC 223/2018
Dispõe sobre a atualização da lista de Denominações Comuns Brasileiras (DCB).|Farmacopeia|Denominações Comuns Brasileiras (DCB)|Vigente|RDC 224/2018
Dispõe sobre a aprovação do 1º Suplemento do Formulário de Fitoterápicos da Farmacopeia Brasileira, 1ª edição.|Farmacopeia|Compêndios da Farmacopeia Brasileira|Vigente|RDC 225/2018
Dispõe sobre o registro de produtos fumígenos derivados do tabaco.|Tabaco|Registro de produtos fumígenos derivados do tabaco|Vigente com alterações|RDC 226/2018
Dispõe sobre os critérios para o registro, alteração e revalidação relativos ao desempenho analítico de instrumentos autoteste para glicose e seus consumíveis.|Produtos para a Saúde|Regularização de instrumentos autoteste para glicose e seus consumíveis|Vigente|IN 24/2018
Dispõe sobre a atualização do Anexo I (Listas de Substâncias Entorpecentes, Psicotrópicas, Precursoras e Outras sob Controle Especial) da Portaria SVS/MS nº 344, de 12 de maio de 1998.|Temas transversais|Atualização das listas de substâncias e plantas sujeitas a controle especial|Revogado|RDC 227/2018
Dispõe sobre a gestão de risco sanitário aplicada às atividades de controle e fiscalização, na importação de bens e produtos sob vigilância sanitária, e dá outras providências.|Portos, Aeroportos e Fronteiras|Controle sanitário na importação de bens e produtos para fins de Vigilância Sanitária|Vigente|RDC 228/2018
Dispõe sobre a prorrogação dos prazos processuais no âmbito da Agência Nacional de Vigilância Sanitária - Anvisa.|Temas transversais|Peticionamento e arrecadação de Taxa de Fiscalização de Vigilância Sanitária (TFVS)|Caduco|RDC 229/2018
Dispõe sobre a atualização da lista de Denominações Comuns Brasileiras (DCB).|Farmacopeia|Denominações Comuns Brasileiras (DCB)|Vigente com alterações|RDC 230/2018
Dispõe sobre a inclusão do art. 4º-A na Portaria 344, de 12 de maio de 1998, que aprova o Regulamento Técnico sobre substâncias e medicamentos sujeitos a controle especial, e dá outras providências.|Temas transversais|Controle e fiscalização nacionais de substâncias sob controle especial e plantas que podem originá-las|Vigente|RDC 231/2018
Dispõe sobre a obrigatoriedade de inclusão de código de barras linear ou bidimensional em etiquetas de rastreabilidade de stents para artérias coronárias, stents farmacológicos para artérias coronárias, e implantes para artroplastia de quadril e de joelho.|Produtos para a Saúde|Rastreabilidade de Produtos Médicos|A entrar em vigor|RDC 232/2018
Altera a Resolução da Diretoria Colegiada - RDC nº 102, de 24 de agosto de 2016.|Temas transversais|Transferência de titularidade de registro de produtos sujeitos à vigilância sanitária|Vigente|RDC 233/2018
Dispõe sobre a terceirização de etapas de produção, de análises de controle de qualidade, de transporte e de armazenamento de medicamentos e produtos biológicos, e dá outras providências.|Medicamentos|Terceirização  de etapas de produção, de análise de controle de qualidade e de armazenamento de medicamentos|Vigente com alterações|RDC 234/2018
Dispõe sobre alterações e inclusões de controle de qualidade no registro e pós-registro de medicamentos dinamizados, fitoterápicos, específicos e produtos biológicos.|Medicamentos|Registro e pós-registro de medicamentos dinamizados|Vigente|RDC 235/2018
Definição dos Diretores responsáveis pelas Diretorias da Agência Nacional de Vigilância Sanitária.|Gestão interna|Definição dos Diretores responsáveis pelas diretorias|Revogado|RDC 236/2018
Altera a Resolução da Diretoria Colegiada - RDC nº 7, de 10 de fevereiro de 2015, e a Resolução da Diretoria Colegiada - RDC nº 15, de 24 de abril de de 2015.|Cosméticos|Regularização de produtos de higiene pessoal, cosméticos e perfumes|Vigente|RDC 237/2018
Dispõe sobre o registro, a renovação de registro, as mudanças pós-registro e a notificação de medicamentos dinamizados industrializados.|Medicamentos|Registro e pós-registro de medicamentos dinamizados|Vigente|RDC 238/2018
Estabelece os aditivos alimentares e coadjuvantes de tecnologia autorizados para uso em suplementos alimentares.|Alimentos|Requisitos sanitários para aditivos alimentares e coadjuvantes de tecnologia|Vigente com alterações|RDC 239/2018
Altera a Resolução - RDC nº 27, de 6 de agosto de 2010, que dispõe sobre as categorias de alimentos e embalagens isentos e com obrigatoriedade de registro sanitário.|Alimentos|Procedimentos para regularização de alimentos e embalagens|Vigente|RDC 240/2018
Dispõe sobre os requisitos para comprovação da segurança e dos benefícios à saúde dos probióticos para uso em alimentos.|Alimentos|Requisitos sanitários para alimentos para fins especiais|Vigente|RDC 241/2018
